restaurantName,address,city,postalCode,country,priceRange,cuisineType,description,facilitiesServices,creditCards,phoneNumber,website,postalCode_clean,latitude,longitude,region
Novo Osteria,piazza De Cristoforis 30,Borgonovo Val Tidone,29011, Italy,€€€,"Contemporary, Regional Cuisine","Originally a monastery, this building dating back to the 11C was later transformed into an inn. Having closed at the beginning of this century, the building has now been fully renovated and restored to its original function, while retaining much of its original architecture. In addition to the restaurant, which serves traditional local cuisine with a modern focus and plenty of flavour (we particularly enjoyed the savoury zabaglione gnocchi with porcini mushrooms, Jerusalem artichokes and currants), there are also seven guestrooms available in the adjoining Locanda Borgo Impero.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0523 340175,https://novo-osteria.it/,29011,45.0118378,9.448885433333333,Emilia-Romagna
Café Cracco,Galleria Vittorio Emanuele II,Milano,20121, Italy,€€€,"Classic Cuisine, Italian","The bar-pasticceria in Milan par excellence, this café run by the famous Michelin-starred chef (his gourmet restaurant is on the first floor of the same building) also makes a pleasant choice for food, with a menu which moves easily from Milanese specialities to international dishes, including pizza. The display of sweet options at the dessert counter is a feast for the eyes and the palate. This extraordinary corner of Milan’s famous Galleria also offers outdoor tables.","['Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 02 876774,https://www.ristorantecracco.it,20121,45.47222398448629,9.188271295292672,Lombardia
Aubergine,via Ghislandi 5,Abano Terme,35031, Italy,€€,"Italian, Classic Cuisine","Situated in a town famous for its thermal baths, this classically elegant restaurant serves meat and fish cuisine including specialities from the Veneto such as Berico ham, bigoli pasta with sardines, and veal liver with onions.","['Air conditioning', 'Car park', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 049 866 9910,https://www.ristoranteaubergine.it/,35031,45.354366866250004,11.778128011249999,Veneto
Bislakko,via Thaon de Revel 87,Vercelli,13100, Italy,€€,"Country cooking, Creative","This unusually named restaurant (bislacco is the Italian for eccentric) delights guests with its fine cuisine, especially its delicious chocolate desserts. There is even a chocolate fountain for guests.","['Air conditioning', 'Restaurant offering vegetarian menus', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 335 127 3539,https://www.bislakko.com/,13100,45.32169341269802,8.420090834601472,Piemonte
Votavota,lungomare Andrea Doria 48,Ragusa,97010, Italy,€€€,"Modern Cuisine, Seafood","The perfect choice for those who love the sea, courtesy of the splendid views of the Mediterranean through the picture windows in the dining room. Guests can observe the two chefs at work in the open-view kitchen, where they prepare top-quality and surprisingly creative dishes, with an obvious focus on fish and seafood. We particularly recommend the smoked spaghetti with butter and anchovies – a creamy dish full of intense flavours, which is seemingly simple yet demonstrates real culinary expertise and makes the journey here well worthwhile! The wine list includes an excellent selection of Sicilian labels, from Etna to the offshore islands – the sommelier will be happy to help with recommendations. Why not start your meal with the superb 700 di Cusumano, a top-quality Chardonnay and Pinot Nero blend?","['Air conditioning', 'Great view', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 334 142 6962,https://www.votavota.it/,97010,36.949893833333334,14.777380633333335,Sicilia
Antico Ristorante Pagnanelli,via Gramsci 4,Castel Gandolfo,73, Italy,€€€,Classic Cuisine,"In business since 1882, yet constantly evolving, this restaurant boasts a superb location overlooking the lake. The menu features meat and fish dishes, enhanced by wild herbs. The extensive wine selection is presented on two wine lists. Don’t miss the famous wine cellars built into the rock, plus the small wine museum.","['Air conditioning', 'Great view', 'Interesting wine list', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 06 936 0004,https://www.pagnanelli.it,00073,41.75419622368421,12.653172818421053,Lazio
Cracco in Galleria,Galleria Vittorio Emanuele II,Milano,20121, Italy,€€€€,"Modern Cuisine, Contemporary","The Galleria Vittorio Emanuele II is one of the most iconic sights in Milan and as such it is apt that it is home to this star of Italian cuisine. Cracco is not just a gourmet restaurant – it’s also a bistro and an excellent pastry shop which is open all day, with separate spaces for special events on the top floor. At the helm in the kitchen, chef Luca Sacchi (ably assisted by owner Carlo) creates top-quality cuisine with impeccable technique, inspired by the culinary traditions of Milan and the broader Mediterranean with fish from Liguria taking pride of place on the menu – the chef also has a new restaurant in Portofino. The wine list is an experience in itself, offering one of the best and most comprehensive selections of French wines in Italy, as well as an excellent choice of wines by the glass. Guests also have the opportunity to taste wines from the organic Vistamare estate situated in the Romagnole hills. The professional career of the chef at Cracco is one of the most impressive in Italy, with influences that include the culinary master Alain Ducasse and wine expert Giorgio Pinchiorri. The most popular tables are those by the window with views of the Ottagono building.","['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 02 876774,https://www.ristorantecracco.it/,20121,45.47222398448629,9.188271295292672,Lombardia
Osteria Numero Sette,via Andrea Costa 7,Pianoro,40067, Italy,€,Emilian,"There’s been a recent change in management at this informal, friendly restaurant which serves generously portioned, carefully prepared dishes from the region and elsewhere in Italy, all at highly competitive prices. Although the cuisine might not be particularly modern, this is good solid cuisine served in a welcoming atmosphere.","['Air conditioning', 'Terrace']","['Mastercard', 'Visa']",+39 051 742017,https://osterianumerosette.business.site,40067,44.4355429,11.3542916,Emilia-Romagna
Arca,viale Rinascimento 137,San Benedetto del Tronto,63074, Italy,€€€,"Modern Cuisine, Cuisine from Abruzzo","In business for over 20 years, Arca is definitely one of the best restaurants in this area. Elegantly modern in style, with part of the kitchen open to the dining room, the restaurant owes its success to its enthusiastic and imaginative owner-chef Massimiliano, who, assisted by his sister, reinterprets meat and fish specialities from the Abruzzo. All the ingredients are certified organic – so much so that the restaurant describes its style as “organic Mediterranean cuisine”.","['Air conditioning', 'Restaurant offering vegetarian menus', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0735 488908,https://www.arcaristorante.it/,63074,42.92739725,13.878786646208276,Marche
Ai Burattini,via Madaschi 45,Monasterolo del Castello,24060, Italy,€€,Country cooking,"This restaurant just a few kilometres from Lake Iseo is one of the best addresses in the region for local cuisine, featuring fish from the lake and local meat dishes. One meal here is not enough given all the tempting dishes on the menu, including Bergamo-style mutton, dried sardines and trout from the lake, meatballs, home-made casoncelli (stuffed pasta) and the delicious baked rabbit served with Rovetta polenta. As well as the desserts, there’s also a good selection of local cheeses.","['Air conditioning', 'Terrace']","['Mastercard', 'Visa']",+39 035 933433,https://www.aiburattini.it,24060,45.743998294298244,9.950849391008772,Lombardia
L'Argaj,via Alba-Monforte 114,Monforte d'Alba,12060, Italy,€€,Creative,"In the Piedmontese dialect, “Argaj” translates as “satisfaction” and never has a restaurant name seemed more appropriate! In a simple, colourful and welcoming dining room with windows looking out at the hills, all the attention is on cuisine which is skilfully balanced between classic local dishes and more creative options. Choose between the à la carte and tasting menus, all accompanied by an excellent array of wines.","['Interesting wine list', 'Terrace']","['Maestrocard', 'Mastercard', 'Visa']",+39 0173 62882,https://argajristorante.it/,12060,44.56791835502646,7.943941221693122,Piemonte
Salamensa,via Monsignor Oscar Romero 29,Montichiari,25018, Italy,€,"Country cooking, Modern Cuisine","A multi-function open space, with a bar for breakfasts and a classic restaurant serving pizzas made from naturally fermented dough. Although the ambience is modern, friendly and minimalist, the attention paid to the choice of ingredients and preparation of dishes is of the highest quality.","['Air conditioning', 'Wheelchair access']","['Dinersclub', 'Mastercard', 'Visa']",+39 030 961025,https://www.daldossogroup.it/,25018,45.413956860893855,10.393743026256983,Lombardia
Antica Osteria il Ronchettino,via Lelio Basso 9,Milano,20142, Italy,€€,"Milanese, Lombardian","The name seems to originate from the broken horseshoe (ronchetto) of Napoleon, who in 1800 appears to have stayed the night here, where there was indeed a post house where horses were shoed. Later converted into a bakery, butcher’s shop, but also a trattoria with an annexed bowling alley, today it is a restaurant of rustic elegance; the regional cuisine expresses itself in specialties such as fried brains and the ever-present Milanese-style cutlet that here becomes even “imperial”, definitely to be shared.","['Air conditioning', 'Car park', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 342 564 3955,https://www.ronchettino.it/,20142,45.431693890540544,9.160557237162163,Lombardia
Dongiò,via Corio 3,Milano,20135, Italy,€,"Calabrian, Traditional Cuisine","If you enjoy Calabrian cuisine and you want to keep to a budget, then Dongiò is the place for you! The menu here offers a good selection of regional specialities, all full of intense and satisfying flavours and served in a simple yet friendly ambience.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 349 276 1011,http://www.dongio.it,20135,45.45467637920792,9.210108390346534,Lombardia
Cavallino,via Abetone Inferiore 1,Maranello,41053, Italy,€€,"Emilian, Contemporary","Il Cavallino, a long-established restaurant which pays tribute to Ferrari – a symbol of Maranello and Italy across the globe – now has the added attraction of Massimo Bottura’s creative cuisine. Traditional regional dishes, such as the delicious tortellini del Tortellante, are given interesting, personalised twists, as evidenced by the crème caramel made with 36-month-aged Parmesan cheese, chives and 12-year-old balsamic vinegar. Trendy decor, plus a flower-decked garden.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0536 944877,http://www.ristorantecavallino.com,41053,44.5146703584,10.860851428,Emilia-Romagna
L'Acchiatura,via Marzani 12,Racale,73055, Italy,€€,"Apulian, Traditional Cuisine","Delicious cuisine from Puglia, including excellent orecchiette pasta with clams and chickpeas, served in a delightful ambience with a number of different rooms and internal patios. The same traditional atmosphere is evident in the attractive, well - equipped guestrooms, as well as in the picturesque swimming pool housed in a grotto.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0833 558839,https://www.acchiatura.it/,73055,39.9586446,18.088683380000003,Puglia
Kleine Flamme,via Cittanuova 31,Val di Vizze,39049, Italy,€€€,"Fusion, Creative","In his small open-view kitchen situated in the centre of this restaurant, chef Bacher Burkhard develops his vision of fusion cuisine with energy and precision, combining flavours from Italy and the Alto Adige with Asian spices and techniques to create delicious and imaginative dishes. His tuna tataki is superb, seasoned with salty lemon oil and accompanied by intriguing bitter herbs that (as Professor Montanari has noted in a recent book) are particularly popular with Italians. The chef’s wife Annelies works front of house, where she looks after guests in a friendly and professional manner.",['Terrace'],"['Mastercard', 'Visa']",+39 0472 766065,https://kleineflamme.com/it/,39049,46.9465188,11.571464596638693,Trentino-Alto Adige
85 Bistrot,piazza Martiri di Via Fani 85,Sesto San Giovanni,20099, Italy,€€,"Lombardian, Italian","This simple, modern, family-run trattoria with a welcoming ambience is the kind of restaurant that everyone would love to have as their local. The owner-chef, who has plenty of experience working in Milanese restaurants, is a real culinary expert who creates traditional dishes from Milan but also from further afield. Here, the popular breaded cutlet is served thick so that the delicate flavour of the veal can be enjoyed to the full.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 349 898 5891,https://www.85bistrotsesto.com/,20099,45.535092597499286,9.232709261381075,Lombardia
Locanda del Pilone,frazione Madonna di Como 34,Alba,12051, Italy,€€€,Creative,"Situated just a few kilometres from the town, this restaurant stands on a hill with 360° views of some of the most breathtaking vineyard scenery in the area, where vines stand in neat rows extending into the distance and take on extraordinary colours in autumn. Here, in a classic and elegant setting, the cuisine features seasonally inspired dishes (on a tasting menu which can be mixed and matched à la carte style) created by a skilful and enthusiastic chef who has solid experience despite his relative youth. In summer, bistro options are also available on the splendid outdoor terrace.","['Air conditioning', 'Car park', 'Garden or park', 'Great view', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0173 366616,https://www.locandadelpilone.com/,12051,44.6958236774876,8.029299107893202,Piemonte
Metodo,via Vittorio Emanuele 9,Osio Sopra,24040, Italy,€€€,"Creative, Contemporary","In the romantic setting of an 18C farmhouse, this restaurant has a rustic dining room enhanced by its elegant decor and furnishings, such as the solid maple tables and refined cutlery. The cuisine is showcased on two tasting menus (from which dishes can also be chosen individually) which are creative and occasionally very elaborate in style.",['Air conditioning'],"['Dinersclub', 'Mastercard', 'Visa']",+39 342 036 5600,https://www.ristorante-metodo.it,24040,45.62913740881834,9.596655828395061,Lombardia
Palais Royal Restaurant,Calle Larga 22 Marzo 2032,Venezia,30124, Italy,€€€€,"Creative, Mediterranean Cuisine","This restaurant is an Italian offshoot of the award-winning Palais Royal in Paris. To the delight of gourmet food-lovers, Greek chef Philip Chronopoulos now also serves his delicious gastronomic creations in Venice, in this restaurant in the Nolinski hotel housed in the former Palazzo della Borsa. The elliptical dining room, with a muffled ambience thanks to its beautiful carpet, has a charm of its own, which lightly harks back to the 1950s. Here, guests have a choice of two tasting menus which showcase cuisine with a Mediterranean flavour, French techniques, numerous Greek influences (including the opening course which reinterprets classic recipes), and Italian ingredients. Top-quality options such as lobster and caviar are prepared with precision and served with real skill – it comes as no surprise to learn that Philip previously worked with renowned chefs such as Joël Robuchon and Alain Passard. An excellent new address for the Venetian Lagoon!",['Air conditioning'],"['Amex', 'Mastercard', 'Visa']",+39 041 406259,https://nolinskivenezia.com/it/palais-royal-restaurant-gastronomico/,30124,45.43605627567723,12.337616491873199,Veneto
Le Vie del Borgo,via alla Piazza 6,Toceno,28858, Italy,€€,"Country cooking, Contemporary","Le Vie del Borgo is situated in a restored rustic building situated in the historic centre of the picturesque village of Toceno in the Val Vigezzo. Here, a young couple with a real passion for cuisine serve recipes from the region and elsewhere, as well as dishes that demonstrate remarkable modern techniques, all made from top-quality seasonal ingredients and accompanied by an interesting selection of wines. The restaurant consists of several intimate dining rooms decorated in Alpine style, with an elegant feel and carefully chosen furnishings. The attractive outdoor space with just a few tables is popular in summer, so advance booking is recommended!",['Terrace'],"['Amex', 'Mastercard', 'Visa']",+39 346 624 9050,https://www.leviedelborgoguesthouse.it/,28858,46.143752875,8.466837425,Piemonte
Antica Locanda del Villoresi,via Sempione 4,Nerviano,20014, Italy,€€,Mediterranean Cuisine,"What was once a post station is now a renowned restaurant overlooking the Villoresi canal. Although the attractive dining room has retained some of its historical features, the decor here is more contemporary in feel. The Mediterranean-style cuisine focuses mainly on fish and is beautifully presented, with dishes such as fried artichokes with red prawns and bottarga on the menu in season. Raw fish dishes are also occasionally available.","['Air conditioning', 'Car park', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 0331 559450,,20014,45.554901234782605,8.98232728478261,Lombardia
Cucina Bacilieri,via Terranuova 60,Ferrara,44121, Italy,€€€,Modern Cuisine,"There are just a few tables in this excellent restaurant, which takes its name from its owner - chef. It serves modern and occasionally creative cuisine with strong links to typical regional specialities, such as eel and pasticcio ferrarese (a baked pasta dish).","['Air conditioning', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0532 243206,https://cucinabacilieri.it/,44121,44.8338000296,11.622221306,Emilia-Romagna
Il Giardino delle Esperidi,via Mameli 1,Bardolino,37011, Italy,€€,"Seasonal Cuisine, Farm to table",The ideal starting point for an exploration of the area. In summer one dines on the terrace located in the heart of the historic centre while drinks and cigars may be enjoyed in the lounge bar.,"['Air conditioning', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 045 621 0477,https://www.giardinodelleesperidi.it/,37011,45.54738099918699,10.72410328292683,Veneto
Oro Restaurant,isola della Giudecca 10,Venezia,30133, Italy,€€€€,"Italian Contemporary, Creative","For visitors not staying at the legendary Hotel Cipriani (home to Oro Restaurant), the excitement of this dining experience starts with your journey from St Mark’s Square. From here, the hotel’s private boat will take you to Giudecca island across one of the most spectacular corners of the lagoon which is overlooked by some of Venice’s most famous sights and monuments. Exploring and skilfully adapting nature’s incredible ingredients, the cuisine at Oro is certainly worthy of its magnificent setting.","['Air conditioning', 'Garden or park', 'Great view', 'Interesting wine list']","['Amex', 'Mastercard', 'Visa']",+39 041 240801,https://www.belmond.com/it/hotels/europe/italy/venice/belmond-hotel-cipriani/oro-restaurant,30133,45.42573076470588,12.330222511764704,Veneto
La Brinca,via Campo di Ne 58,Cicagna,16040, Italy,€€,"Ligurian, Traditional Cuisine","This trattoria run by the Circella family – without doubt one of the best in Italy – has been delighting guests since 1987. The menu features dishes and ingredients that are generous, full of flavour and strongly rooted in the region, including “dishes of the year” which go back to 2010. The superb wine cellar boasts a selection of over 1 000 labels, including some rare bottles, for which sommelier Matteo received Michelin’s Best Sommelier in Italy award in 2021. To sum up, this is the sort of restaurant that everyone would like in their neighbourhood!","['Air conditioning', 'Car park', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0185 337480,https://www.labrinca.it/,16040,44.4139072,9.253908333333333,Liguria
La Fermata,strada Bolla 2,Alessandria,15122, Italy,€€€,"Piedmontese, Contemporary","Situated in the countryside around Alessandria, this 18C farmhouse has a modern, minimalist decor which serves as a backdrop for traditional Piedmontese cuisine with a clever modern twist. The chef offers just the right amount of creativity, with a focus on meat dishes and satisfying, memorable flavours that appeal to the emotions as well as the palate. Adding to the appeal, the elegant and exclusive ambience is the result of careful refurbishment, which has transformed the dining room into a triumph of art and design.","['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 0131 617508,https://www.ristorantelafermata.it/,15122,44.90492049742269,8.662826661340207,Piemonte
Il Favri,via Borgo Meduna 12,San Giorgio della Richinvelda,33095, Italy,€,"Friulian, Traditional Cuisine","This inn, which has been serving food since the early 19C, boasts a warm atmosphere with a rustic feel. The beautiful garden makes a delightful setting in fine weather, while the cuisine focuses on traditional dishes from Friuli, such as “frico” (potato, onion and cheese fritter) and cured ham.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0427 94043,http://www.ilfavri.it,33095,46.04370065538972,12.85597199933665,Friuli-Venezia Giulia
Piacentino,piazza San Francesco 19,Bobbio,29022, Italy,€€,Emilian,"Restaurant with pension near the old town, where you can enjoy Piacentine dishes served outdoors in nice weather and in the airy indoors dining hall during the colder months. The rooms are in two styles, one with wrought iron beds and Arte Povera furniture, the other being more modern.","['Air conditioning', 'Car park', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0523 936266,https://www.hotelpiacentino.it/,29022,44.77242542,9.39105937,Emilia-Romagna
Silene,Località Pescina 9,Seggiano,58038, Italy,€€€,"Tuscan, Modern Cuisine","This authentic family restaurant situated in a quiet mountain village with just a few inhabitants serves delicious home-made cuisine. The owner-chef here delights guests with his decidedly Tuscan dishes full of intense flavours and prepared mainly from produce grown in the restaurant’s kitchen garden. His generous offerings include proverbial recipes such as
           
            fried egg with leaves and flowers
           
           and his classic
           
            pigeon with herbs
           
           , all seasoned with olive oil produced on the property from Seggiano olives. Excellent wine list, plus thoughtful recommendations to accompany your meal.","['Car park', 'Garden or park', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 0564 950805,https://ilsilene.it/,58038,42.92869147142857,11.564343371428572,Toscana
Piano35,corso Inghilterra 3,Torino,10138, Italy,€€€€,"Italian Contemporary, Piedmontese","On the ground level of what has become one of the icons of the Turin cityscape–the Intesa San Paolo skyscraper designed by Renzo Piano–there is the entrance to the restaurant. Here the lift will take you, at high speed, up to a height of 150 meters. A visit to the panoramic terrace is a must before sitting in the dining room surrounded by the conservatory, the gastronomic choice envisages tasting paths dedicated to the city and other more creative ones; this is for the evening and gourmet version, while at lunchtime the offering is simpler.","['Air conditioning', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 011 438 7800,https://www.piano35.com/,10138,45.07124762332108,7.656694809321751,Piemonte
Blum,via Nazionale 147,Taormina,98039, Italy,€€€€,Modern Cuisine,"Although there is an extensive à la carte at this restaurant, it is on the tasting menus that the chef showcases his creative cuisine to the full. His Suggestioni menu features dishes such as scampi carpaccio with green apple and caviar, while the vegetarian Naturalmente option includes a robustly structured black garlic and almond noodle dish full of decisive flavours, which is well worth trying. The romantic, modern platform where tables are set out is practically on the beach, which means that the restaurant is closed in bad weather.","['Car park', 'Great view', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0942 612112,http://www.blumrestaurant.com,98039,37.85174646410257,15.285535333333334,Sicilia
Tamo,via del Mulino 6,Spoltore,65010, Italy,€€€,Contemporary,"This new restaurant occupies  a historic palazzo in this small town. Served by the owner (outdoors in summer with views of Città Sant’Angelo in the distance), the cuisine is authentic, unfussy and prepared using top-quality ingredients with a focus on vegetables from a nearby farm.","['Great view', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 085 496 2430,https://www.tamoristorante.it,65010,42.44831171384976,14.098580534272301,Abruzzo
Duomo,via Parma 28,Alessandria,15121, Italy,€€,Italian Contemporary,"This small restaurant with a bright and welcoming dining room stands out for its contemporary-style cuisine (based around seasonal ingredients) and many home-cooked dishes. The two brothers at the helm create interesting, often regionally inspired recipes with clever personalised twists. On the autumn menu, we particularly recommend the venison with cauliflower, almonds and Barbera wine sauce. Those with a sweet tooth will enjoy the panna cotta with a persimmon coulis (delicious but not too sweet!), while wine-enthusiasts will find plenty to interest them on the extensive wine list. The restaurant also boasts a superb location, nestled in the narrow streets of the centre just a stone’s throw from the Duomo.","['Air conditioning', 'Terrace']","['Dinersclub', 'Mastercard', 'Visa']",+39 0131 52631,https://www.ristorante-duomo.com/,15121,44.910833129075804,8.61470528317757,Piemonte
Le Due Lanterne,piazza Garibaldi 52,Nizza Monferrato,14049, Italy,€,"Piedmontese, Traditional Cuisine","Situated in the town centre, this typical family-run trattoria is highly popular with locals and offers excellent value for money. Iconic dishes on the menu include rabbit all'Arneis and Piedmontese battuta (a type of beef tartare), while the extensive wine list features a good selection of labels. We recommend booking a table in the first, more comfortable dining room.","['Air conditioning', 'Interesting wine list']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0141 702480,https://www.ristoranteleduelanterne.it/,14049,44.7761276037037,8.351724874074074,Piemonte
Motelombroso,Alzaia Naviglio Pavese 256,Milano,20142, Italy,€€€,"Modern Cuisine, Creative","An old, carefully restored road worker’s house on the Alzaia Naviglio Pavese canal is the setting for this modern, stylish restaurant where Alessandra and Matteo welcome guests in a graceful, elegant and yet informal manner. The menu features contemporary meat and fish dishes accompanied by a good choice of wines. If you’re curious about the restaurant’s name, ask the owners for an explanation: could it be something to do with the private dining room perhaps?","['Air conditioning', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 333 185 5267,http://motelombroso.it,20142,45.431693890540544,9.160557237162163,Lombardia
U.P.E.P.I.D.D.E.,vico Sant'Agnese 2,Ruvo di Puglia, Ruvo di Puglia,70037,€,Apulian,"Undeniably characteristic and refreshing! Dug out of the rock that once formed the old Aragonese walls, the four dining rooms in this restaurant run one into another under brick arches and then lead to the wine cellar, which is open to guests. The regional cuisine is as traditional as the decor, with specialities such as barbecued local meat and beef fillet in a plum sauce with wine and caramelised shallots on the menu.",['Interesting wine list'],"['Mastercard', 'Visa']",+39 080 361 3879,https://www.upepidde.it/, Ruvo di Puglia,41.1171985,16.4845354,Puglia
Al Volt,via Fiume 73,Riva del Garda,38066, Italy,€€,"Country cooking, Classic Cuisine","As you explore the narrow streets which lead from the commercial port to the centre, you’ll come across this restaurant comprising several inter - connected dining rooms with low ceilings and antique furniture. The menu focuses on regional cuisine, albeit with the occasional creative twist.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0464 552570,http://www.ristorantealvolt.com,38066,45.89207524049217,10.849044191610739,Trentino-Alto Adige
DanielCanzian,via Castelfidardo 7,Milano,20121, Italy,€€€,"Italian Contemporary, Venetian","Situated in the heart of Brera and refurbished in the autumn of 2019, this restaurant showcases Italian artisanal skills through its bespoke furnishings, creating a fine setting for Canzian’s superb cuisine. A great choice for anyone looking for classic Italian dishes plus a few more inventive options, all of which are prepared using the very best ingredients. Simpler fare available at lunchtime.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 02 6379 3837,https://www.danielcanzian.com,20121,45.47222398448629,9.188271295292672,Lombardia
Li Galli,viale Pasitea 318,Positano,84017, Italy,€€€€,"Contemporary, Italian Contemporary","This restaurant housed within the elegant Villa Franca hotel in the upper part of Positano boasts a small, bright dining room with distinctive black marble tables (just seven of them!), a glass ceiling and floor-to-ceiling windows that open in summer to create an outdoor dining space. The beautiful view looks out to sea and Li Galli, the island after which the restaurant is named. Following the end of the restaurant’s partnership with Nino Di Costanzo, chef Savio Perna (originally from Torre del Greco) now steps into the spotlight on his own. He takes his inspiration mainly from the local region, although the pigeon in one of his more interesting dishes is sourced from one of the best breeders in Tuscany. Much of Perna’s technique focuses on beautiful presentation and a light touch, while the excellent service also adds to guests’ overall enjoyment of the dining experience. The trolleys that display a selection of olive oils, excellent bread and a choice of tempting desserts are also worth a special mention. The wine list practically spans the globe with around 1 000 different labels – France and Italy take centre stage, with a focus on champagne (especially Krug), with many wines also available by the glass.","['Air conditioning', 'Great view', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 089 875655,https://www.ligallirestaurant.it/it/,84017,40.62880311276596,14.487872568085107,Campania
Re Maurì,via Benedetto Croce,Salerno,84121, Italy,€€€€,Creative,"Situated in the Lloyd’s Baia hotel between Salerno and Vietri, in an elevated location overlooking the port, this restaurant offers splendid views of the bay from the floor-to-ceiling windows in the dining room which become even more stunning from the terrace where meals are served in fine weather. Specialities from Campania feature on the menu alongside dishes with a more international influence and ingredients from outside the region. Make sure you leave space for dessert: the cook worked as a pastry chef before coming here and the care he takes with his desserts is truly remarkable.","['Air conditioning', 'Car park', 'Great view', 'Interesting wine list', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 089 763 3687,https://www.remauri.it/,84121,40.679189538461536,14.757454405128204,Campania
Burjè 1968,str. Burje 11,Corvara in Badia,39033, Italy,€€€,Contemporary,"Ambitious Italian cuisine including some dishes inspired by French traditions, all creatively prepared with the occasional use of more exotic ingredients. If you’re having problems choosing from the à la carte, why not opt for the 5- or 7- course tasting menu?","['Interesting wine list', 'Wheelchair access']","['Mastercard', 'Visa']",+39 0471 836043,http://www.burje1968.it,39033,46.553141,11.855096578204455,Trentino-Alto Adige
La Bottega del 30,via Santa Caterina 2,Castelnuovo Berardenga, Castelnuovo Berardenga,53019,€€€,"Tuscan, Traditional Cuisine","There’s a story behind the name of this restaurant: on the 30th day of every month a travelling salesman used to stop in this small, delightful village. In the meantime, a young French chef, Hélène, arrived here and fell in love with Chianti and its cuisine. She named her restaurant after the travelling salesman and the name has been kept in his memory. In a typical setting of stone walls and old rural objects from bygone days, Hélène is now front-of-house taking care of guests, while Nadia Mongiat has replaced her in the kitchen, where she continues with the restaurant’s tradition of creating simple Tuscan cuisine. The focus here is on preparing ingredients in traditional ways, such as pork liver (the thinnest part of the liver is used) cooked at a low temperature and then stored in lard with fennel for a few days before being re-heated sous-vide in a bain-marie. As a result, the liver (served lukewarm on a bed of Tuscan green beans) is soft and delicious.",['Terrace'],"['Amex', 'Mastercard', 'Visa']",+39 0577 359226,https://www.labottegadel30.com/, Castelnuovo Berardenga,43.3455237,11.5018883,Toscana
La Pajara Gourmet,via Venezia 28,Siror,38054, Italy,€€,Italian Contemporary,"Situated within the Castel Pietra hotel, this pleasant restaurant with a combination of traditional and modern decor serves contemporary-style meat (often with a regional focus) and fish dishes which represent the different origins of the restaurant owners: the husband comes from Salento, while the wife is from the mountains.","['Car park', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0439 763171,https://www.lapajaragourmet.it/,38054,46.199819893846154,11.825994756923077,Trentino-Alto Adige
